,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
302,Isidro Fernández,Spain,Goalkeeper,Sporting Atlético,Spain,Sporting Gijón,Spain,0.0,1985
303,Antonio Maceda,Spain,Centre-Back,Sporting Gijón,Spain,Real Madrid,Spain,360000.0,1985
304,David,Spain,Midfield,Sporting Gijón,Spain,Levante UD,Spain,0.0,1985
305,Jorge Rinaldi,Argentina,Centre-Forward,Sporting Gijón,Spain,CA Boca Juniors,Argentina,?,1985
306,Fernando Tocornal,Spain,Centre-Back,Sporting Gijón,Spain,Real Murcia CF,Spain,?,1985
311,Manuel Sanchez Torres,Spain,Right Winger,Twente Enschede FC,Netherlands,Valencia CF,Spain,425000.0,1985
312,Miguel Bossio,Uruguay,Midfield,CA Peñarol,Uruguay,Valencia CF,Spain,?,1985
313,Paco Muñoz Pérez,Spain,Left-Back,CD Málaga,Spain,Valencia CF,Spain,?,1985
314,Emilio Fenoll,Spain,Attack,CD Mestalla,Spain,Valencia CF,Spain,0.0,1985
315,Enrique Saura,Spain,Right Winger,Valencia CF,Spain,CD Castellón,Spain,?,1985
316,Wilmar Cabrera,Uruguay,Centre-Forward,Valencia CF,Spain,OGC Nice,France,?,1985
317,Enrique Moreno,Spain,Centre-Back,Valencia CF,Spain,AD Rayo Vallecano,Spain,?,1985
318,Salvador Ribes,Spain,Right Midfield,Valencia CF,Spain,CE Sabadell FC,Spain,?,1985
319,Adjutori Serrat,Spain,Left-Back,Valencia CF,Spain,CE Sabadell FC,Spain,?,1985
320,José Vicente Aliaga,Spain,Right-Back,Valencia CF,Spain,Albacete Balompié,Spain,?,1985
321,Jesús García-Pitarch,Spain,Attack,Valencia CF,Spain,RCD Español,Spain,?,1985
322,Baltazar,Brazil,Centre-Forward,Botafogo de Futebol e Regatas,Brazil,Celta de Vigo,Spain,78000.0,1985
323,Carlos Pereira,Spain,Goalkeeper,Atlético de Madrid,Spain,Celta de Vigo,Spain,?,1985
324,Manolo Agujetas,Spain,Central Midfield,Atlético de Madrid,Spain,Celta de Vigo,Spain,?,1985
325,Juan Maraver,Spain,Defence,Recreativo Huelva,Spain,Celta de Vigo,Spain,?,1985
326,Nacho,Spain,Left-Back,Gran Peña Celtista,Spain,Celta de Vigo,Spain,0.0,1985
327,Gilberto Yearwood,Honduras,Centre-Back,Celta de Vigo,Spain,Elche CF,Spain,?,1985
328,Francesc Segarra,Spain,Defence,Celta de Vigo,Spain,Granada CF,Spain,?,1985
329,Jesús García-Pitarch,Spain,Attack,Valencia CF,Spain,RCD Español,Spain,?,1985
330,Juan Antonio Mentxaka,Spain,Attack,Sestao SC,Spain,RCD Español,Spain,?,1985
331,Joan Golobart,Spain,Defensive Midfield,CE Sabadell FC,Spain,RCD Español,Spain,?,1985
332,Jaime Martínez,Spain,Defence,Calvo Sotelo de Puertollano,Spain,RCD Español,Spain,?,1985
333,José Manuel Lacalle,Spain,Midfield,RCD Español,Spain,CD Tenerife,Spain,?,1985
334,Francesc Sirvent,Spain,Centre-Back,RCD Español,Spain,CD Tenerife,Spain,?,1985
335,José Manuel Haro,Spain,Attack,RCD Español,Spain,CD Tenerife,Spain,?,1985
336,Luis López Rekarte,Spain,Right-Back,Deportivo Alavés,Spain,Real Sociedad,Spain,?,1985
337,Juan Mari Mujika,Spain,Midfield,San Sebastián CF,Spain,Real Sociedad,Spain,0.0,1985
338,Imanol Urbieta,Spain,Attacking Midfield,San Sebastián CF,Spain,Real Sociedad,Spain,0.0,1985
339,Tomás Orbegozo,Spain,Right-Back,Real Sociedad,Spain,Sporting Gijón,Spain,?,1985
344,Ricardo Arrien,Spain,Centre-Forward,Athletic Bilbao B,Spain,Racing Santander,Spain,?,1985
345,Morten Donnerup,Denmark,Midfield,Aarhus GF,Denmark,Racing Santander,Spain,?,1985
346,Isidro Díaz,Spain,Centre-Forward,Real Madrid,Spain,Racing Santander,Spain,?,1985
347,Juan Carlos Bernad,Spain,Defence,CE Sabadell FC,Spain,Racing Santander,Spain,?,1985
348,Víctor,Spain,Centre-Forward,CD Cristo Olímpico,Spain,Racing Santander,Spain,?,1985
349,Quique Setién,Spain,Central Midfield,Racing Santander,Spain,Atlético de Madrid,Spain,300000.0,1985
350,Andoni Murúa,Spain,Left Winger,Racing Santander,Spain,Sestao SC,Spain,?,1985
351,Miguel Bernal,Spain,Central Midfield,Racing Santander,Spain,RCD Mallorca,Spain,?,1985
352,Benigno Chaparro,Paraguay,Right Winger,Racing Santander,Spain,Deportivo Alavés,Spain,?,1985
355,Jorge da Silva,Uruguay,Centre-Forward,Real Valladolid Deportivo,Spain,Atlético de Madrid,Spain,480000.0,1985
356,Quique Setién,Spain,Central Midfield,Racing Santander,Spain,Atlético de Madrid,Spain,300000.0,1985
357,Ubaldo Fillol,Argentina,Goalkeeper,CR Flamengo,Brazil,Atlético de Madrid,Spain,120000.0,1985
358,Antonio López,Spain,Centre-Back,Real Murcia CF,Spain,Atlético de Madrid,Spain,?,1985
359,Sergio Morgado,Spain,Midfield,Atlético Madrileño CF,Spain,Atlético de Madrid,Spain,0.0,1985
360,Paco Llorente,Spain,Right Winger,Atlético Madrileño CF,Spain,Atlético de Madrid,Spain,0.0,1985
361,Hugo Sánchez,Mexico,Centre-Forward,Atlético de Madrid,Spain,Real Madrid,Spain,1200000.0,1985
362,Mirko Votava,Germany,Defensive Midfield,Atlético de Madrid,Spain,SV Werder Bremen,Germany,?,1985
363,Carlos Pereira,Spain,Goalkeeper,Atlético de Madrid,Spain,Celta de Vigo,Spain,?,1985
364,Juanjo Enríquez,Spain,Centre-Back,Atlético de Madrid,Spain,Lorca Deportiva CF,Spain,?,1985
365,Manolo Agujetas,Spain,Central Midfield,Atlético de Madrid,Spain,Celta de Vigo,Spain,?,1985
367,Juani,Spain,Left Winger,CD Málaga,Spain,UD Las Palmas,Spain,?,1985
368,Mini,Spain,Defence,CD Tenerife,Spain,UD Las Palmas,Spain,?,1985
369,Oliver Chinea,Spain,Midfield,UD Güímar,Spain,UD Las Palmas,Spain,?,1985
370,José,Spain,Midfield,UD Las Palmas U19,Spain,UD Las Palmas,Spain,0.0,1985
371,Yoyo,Spain,Midfield,UD Las Palmas B,Spain,UD Las Palmas,Spain,0.0,1985
373,Roberto,Spain,Defence,UD Las Palmas,Spain,CD Maspalomas,Spain,0.0,1985
374,Miguel Ángel Cabrera,Spain,Second Striker,UD Las Palmas,Spain,Recreativo Huelva,Spain,?,1985
378,Rubén Insúa,Argentina,Attacking Midfield,UD Las Palmas,Spain,Club Estudiantes de La Plata,Argentina,0.0,1985
379,Hugo Sánchez,Mexico,Centre-Forward,Atlético de Madrid,Spain,Real Madrid,Spain,1200000.0,1985
380,Rafael Gordillo,Spain,Left-Back,Real Betis Balompié,Spain,Real Madrid,Spain,900000.0,1985
381,Antonio Maceda,Spain,Centre-Back,Sporting Gijón,Spain,Real Madrid,Spain,360000.0,1985
382,Chucho Solana,Spain,Left-Back,Castilla CF,Spain,Real Madrid,Spain,0.0,1985
383,Juan Lozano,Spain,Midfield,Real Madrid,Spain,RSC Anderlecht,Belgium,0.0,1985
384,Ito,Spain,Centre-Forward,Real Madrid,Spain,Real Betis Balompié,Spain,0.0,1985
385,Uli Stielike,Germany,Defensive Midfield,Real Madrid,Spain,Neuchâtel Xamax,Switzerland,?,1985
386,Isidro Díaz,Spain,Centre-Forward,Real Madrid,Spain,Racing Santander,Spain,?,1985
387,Alfonso Fraile,Spain,Centre-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1985
388,Juan José,Spain,Right-Back,Real Madrid,Spain,Cádiz CF,Spain,?,1985
389,Francisco Pineda,Spain,Centre-Forward,Real Madrid,Spain,Real Zaragoza,Spain,?,1985
391,Manolo Zambrano,Spain,Midfield,CD Málaga,Spain,Sevilla FC,Spain,?,1985
392,Juan José Estella,Spain,Right Midfield,CE Sabadell FC,Spain,Sevilla FC,Spain,?,1985
393,Amaro Nadal,Uruguay,Attack,Deportivo Cali,Colombia,Sevilla FC,Spain,?,1985
394,Toni Rincón,Spain,Attack,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1985
395,Juan Carlos Álvarez,Spain,Central Midfield,Sevilla FC,Spain,Hércules CF,Spain,?,1985
396,Gervasio,Spain,Attacking Midfield,Sevilla FC,Spain,CD Binéfar,Spain,?,1985
397,Pintinho,Brazil,Attacking Midfield,Sevilla FC,Spain,Cádiz CF,Spain,?,1985
398,Antonio Benítez,Spain,Midfield,Sevilla FC,Spain,CD Cristo Olímpico,Spain,?,1985
399,Enrique Magdaleno,Spain,Centre-Forward,Sevilla FC,Spain,RCD Mallorca,Spain,?,1985
400,Martín Pérez,Spain,Attack,Sevilla FC,Spain,Club Atlético de Ceuta,Spain,?,1985
402,Toño Torrecilla,Spain,Right-Back,Real Valladolid B,Spain,Real Valladolid Deportivo,Spain,0.0,1985
403,Jorge da Silva,Uruguay,Centre-Forward,Real Valladolid Deportivo,Spain,Atlético de Madrid,Spain,480000.0,1985
404,Richard,Spain,Right-Back,Real Valladolid Deportivo,Spain,RC Deportivo Coruña,Spain,?,1985
405,Enrique Sala,Spain,Goalkeeper,Real Valladolid Deportivo,Spain,Hércules CF,Spain,?,1985
406,Michael Pedersen,Denmark,Centre-Forward,Esbjerg fB,Denmark,CA Osasuna,Spain,102000.0,1985
407,Miguel Sola,Spain,Attacking Midfield,Athletic Bilbao,Spain,CA Osasuna,Spain,?,1985
408,Jon Andoni Goikoetxea,Spain,Right Midfield,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,1985
409,Roberto Santamaría,Spain,Goalkeeper,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,1985
410,Fermín de Luis,Spain,Right-Back,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,1985
411,Pere Gratacós,Spain,Centre-Back,CA Osasuna,Spain,UE Figueres,Spain,?,1985
417,Faruk Hadzibegic,Bosnia-Herzegovina,Sweeper,FK Sarajevo,Bosnia-Herzegovina,Real Betis Balompié,Spain,72000.0,1985
418,Ito,Spain,Centre-Forward,Real Madrid,Spain,Real Betis Balompié,Spain,0.0,1985
419,Rafael Gordillo,Spain,Left-Back,Real Betis Balompié,Spain,Real Madrid,Spain,900000.0,1985
420,Carmelo,Spain,Centre-Back,Real Betis Balompié,Spain,Recreativo Huelva,Spain,?,1985
421,Paco Machín,Spain,Centre-Forward,Real Betis Balompié,Spain,Elche CF,Spain,?,1985
425,Rubén Sosa,Uruguay,Centre-Forward,Danubio FC,Uruguay,Real Zaragoza,Spain,0.0,1985
426,Alfonso Fraile,Spain,Centre-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1985
427,Francisco Pineda,Spain,Centre-Forward,Real Madrid,Spain,Real Zaragoza,Spain,?,1985
428,Dragan Kalicanin,Serbia,Centre-Back,FK Partizan Belgrade,Serbia,Real Zaragoza,Spain,?,1985
429,Narcís Julià,Spain,Defence,Deportivo Aragón,Spain,Real Zaragoza,Spain,0.0,1985
430,Raúl Amarilla,Paraguay,Centre-Forward,Real Zaragoza,Spain,FC Barcelona,Spain,300000.0,1985
431,Juan Barbas,Argentina,Defensive Midfield,Real Zaragoza,Spain,US Lecce,Italy,?,1985
432,Totó,Spain,Attack,Real Zaragoza,Spain,CD Castellón,Spain,?,1985
438,Raúl Amarilla,Paraguay,Centre-Forward,Real Zaragoza,Spain,FC Barcelona,Spain,300000.0,1985
439,Ángel Pedraza,Spain,Right-Back,FC Barcelona Atlético,Spain,FC Barcelona,Spain,0.0,1985
440,Esteve Fradera,Spain,Centre-Back,FC Barcelona Atlético,Spain,FC Barcelona,Spain,0.0,1985
441,Periko Alonso,Spain,Defensive Midfield,FC Barcelona,Spain,CE Sabadell FC,Spain,?,1985
442,Mino,Spain,Centre-Back,Sporting Gijón,Spain,Real Madrid,Spain,420000.0,1986
443,Paco Buyo,Spain,Goalkeeper,Sevilla FC,Spain,Real Madrid,Spain,379000.0,1986
444,Isidoro San José,Spain,Right-Back,Real Madrid,Spain,RCD Mallorca,Spain,?,1986
445,Paco Bonet,Spain,Centre-Back,Real Madrid,Spain,RCD Mallorca,Spain,?,1986
446,Cholo,Spain,Centre-Forward,Real Madrid,Spain,Sevilla FC,Spain,?,1986
449,Wolfgang April,Germany,Sweeper,Eintracht Frankfurt II,Germany,CE Sabadell FC,Spain,?,1986
450,Genaro Celayeta,Spain,Right-Back,Real Sociedad,Spain,CE Sabadell FC,Spain,?,1986
451,Orlando Giménez,Paraguay,Centre-Forward,RCD Español,Spain,CE Sabadell FC,Spain,?,1986
452,José Luis Manzanedo,Spain,Goalkeeper,Real Valladolid Deportivo,Spain,CE Sabadell FC,Spain,?,1986
453,Joan Barbarà,Spain,Second Striker,UE Sants,Spain,CE Sabadell FC,Spain,?,1986
454,Antonio López,Spain,Midfield,FC Barcelona Atlético,Spain,CE Sabadell FC,Spain,?,1986
455,Buenaventura Ferreira,Paraguay,Midfield,Deportivo Cali,Colombia,CE Sabadell FC,Spain,?,1986
456,Ramón Hicks,Paraguay,Attack,Club Libertad Asunción,Paraguay,CE Sabadell FC,Spain,?,1986
457,Albert Roca,Spain,Centre-Back,Deportivo Aragón,Spain,CE Sabadell FC,Spain,?,1986
458,Josep Sala,Spain,Midfield,CE Sabadell U19,Spain,CE Sabadell FC,Spain,0.0,1986
459,Luis Miguel Fernández,Spain,Goalkeeper,CE Sabadell FC,Spain,Xerez CD,Spain,?,1986
462,Negro Cabrera,Argentina,Centre-Forward,Atlético de Madrid,Spain,Cádiz CF,Spain,90000.0,1986
463,Juan Ramón Carrasco,Uruguay,Attacking Midfield,Club Nacional,Uruguay,Cádiz CF,Spain,?,1986
464,Juan Cartagena,Spain,Defence,Hércules CF,Spain,Cádiz CF,Spain,?,1986
465,Enrique Montero,Spain,Attacking Midfield,Sevilla FC,Spain,Cádiz CF,Spain,?,1986
466,Jesús Linares,Spain,Defence,Recreativo Huelva,Spain,Cádiz CF,Spain,?,1986
467,José Ramón Bermell,Spain,Goalkeeper,Valencia CF,Spain,Cádiz CF,Spain,?,1986
468,José González,Spain,Attack,Cádiz CF B,Spain,Cádiz CF,Spain,0.0,1986
469,José Manuel Barla,Spain,Left Midfield,Cádiz CF B,Spain,Cádiz CF,Spain,0.0,1986
470,Pepe Mejías,Spain,Attacking Midfield,Cádiz CF,Spain,Real Zaragoza,Spain,210000.0,1986
471,Salvador Mejías,Spain,Attack,Cádiz CF,Spain,Real Murcia CF,Spain,0.0,1986
472,Pintinho,Brazil,Attacking Midfield,Cádiz CF,Spain,SC Farense,Portugal,?,1986
473,José Escobar,Spain,Midfield,Cádiz CF,Spain,Elche CF,Spain,?,1986
474,Osvaldo Hurtado,Chile,Attack,Cádiz CF,Spain,CD Filanbanco,Ecuador,?,1986
475,Patxi Bolaños,Spain,Centre-Back,Cádiz CF,Spain,UE Figueres,Spain,?,1986
478,Luis Flores,Mexico,Centre-Forward,UNAM Pumas,Mexico,Sporting Gijón,Spain,?,1986
479,Manuel Negrete,Mexico,Attacking Midfield,Sporting CP,Portugal,Sporting Gijón,Spain,?,1986
480,Jan van Staa,Netherlands,Midfield,SC Heracles '74,Netherlands,Sporting Gijón,Spain,?,1986
481,Fernando Tocornal,Spain,Centre-Back,Real Murcia CF,Spain,Sporting Gijón,Spain,?,1986
482,Iñaki Eraña,Spain,Left Midfield,Sporting Atlético,Spain,Sporting Gijón,Spain,0.0,1986
483,Mino,Spain,Centre-Back,Sporting Gijón,Spain,Real Madrid,Spain,420000.0,1986
484,Tomás Orbegozo,Spain,Right-Back,Sporting Gijón,Spain,Hércules CF,Spain,?,1986
485,Nicolás Pereda,Spain,Defence,Sporting Gijón,Spain,Hércules CF,Spain,?,1986
486,Fernando Tocornal,Spain,Centre-Back,Sporting Gijón,Spain,Real Oviedo CF,Spain,?,1986
487,Alberto Bernardo,Spain,Midfield,Sporting Gijón,Spain,CA Osasuna,Spain,?,1986
488,Ernesto Valverde,Spain,Centre-Forward,Sestao SC,Spain,RCD Español,Spain,?,1986
489,Carlos Meléndez,Spain,Goalkeeper,Athletic Bilbao,Spain,RCD Español,Spain,?,1986
490,Pichi Alonso,Spain,Centre-Forward,FC Barcelona,Spain,RCD Español,Spain,?,1986
491,Francis,Spain,Defence,Castilla CF,Spain,RCD Español,Spain,?,1986
492,Juan Martínez,Spain,Defence,CE L'Hospitalet,Spain,RCD Español,Spain,?,1986
493,Txelis,Spain,Left-Back,Sestao SC,Spain,RCD Español,Spain,?,1986
494,Orlando Giménez,Paraguay,Centre-Forward,RCD Español,Spain,CE Sabadell FC,Spain,?,1986
495,Froilán Maldonado,Spain,Left-Back,RCD Español,Spain,RC Deportivo Coruña,Spain,?,1986
496,Juan Antonio Mentxaka,Spain,Attack,RCD Español,Spain,UE Figueres,Spain,?,1986
497,Jaime Martínez,Spain,Defence,RCD Español,Spain,Recreativo Huelva,Spain,?,1986
498,Robi,Spain,Centre-Back,RCD Español,Spain,Elche CF,Spain,?,1986
500,Ricardo Arrien,Spain,Centre-Forward,Racing Santander,Spain,Real Sociedad,Spain,?,1986
501,Santiago Bakero,Spain,Right Winger,Hércules CF,Spain,Real Sociedad,Spain,?,1986
502,Loren,Spain,Centre-Back,San Sebastián CF,Spain,Real Sociedad,Spain,0.0,1986
503,Mikel Loinaz,Spain,Centre-Forward,Real Sociedad U19,Spain,Real Sociedad,Spain,0.0,1986
504,Agustín Elduayen,Spain,Goalkeeper,Real Sociedad,Spain,Atlético de Madrid,Spain,0.0,1986
505,Pello Uralde,Spain,Right Winger,Real Sociedad,Spain,Atlético de Madrid,Spain,0.0,1986
506,Genaro Celayeta,Spain,Right-Back,Real Sociedad,Spain,CE Sabadell FC,Spain,?,1986
507,Alberto Albistegui,Spain,Centre-Back,Real Sociedad,Spain,Sestao SC,Spain,?,1986
509,Kiko Zúñiga,Spain,Centre-Back,Real Sociedad,Spain,Real Sociedad Youth,Spain,0.0,1986
510,Nene Suárez,Spain,Central Midfield,Celta de Vigo,Spain,Racing Santander,Spain,?,1986
511,Liam Buckley,Ireland,Attack,KSV Waregem (- 2001),Belgium,Racing Santander,Spain,?,1986
512,Manolo Higuera,Spain,Attack,SD Rayo Cantabria,Spain,Racing Santander,Spain,0.0,1986
513,Rubén Bilbao,Spain,Defence,Racing Santander,Spain,Atlético de Madrid,Spain,0.0,1986
514,Ricardo Arrien,Spain,Centre-Forward,Racing Santander,Spain,Real Sociedad,Spain,?,1986
515,Morten Donnerup,Denmark,Midfield,Racing Santander,Spain,Aarhus GF,Denmark,?,1986
516,Juan Carlos Bernad,Spain,Defence,Racing Santander,Spain,UE Lleida,Spain,?,1986
517,Alan Campbell,Ireland,Centre-Forward,Racing Santander,Spain,CD Logroñés,Spain,?,1986
518,Bixente Biurrun,Spain,Goalkeeper,CA Osasuna,Spain,Athletic Bilbao,Spain,450000.0,1986
519,Roberto Martínez,Spain,Attack,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
520,Félix Sarriugarte,Spain,Attack,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
521,Genar Andrinua,Spain,Centre-Back,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
522,Joseba Aguirre,Spain,Midfield,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
523,Patxi Iru,Spain,Goalkeeper,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
524,Enrique Ayucar,Spain,Midfield,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
525,Pizo Gómez,Spain,Midfield,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,1986
526,Andoni Zubizarreta,Spain,Goalkeeper,Athletic Bilbao,Spain,FC Barcelona,Spain,1900000.0,1986
527,Julio Salinas,Spain,Centre-Forward,Athletic Bilbao,Spain,Atlético de Madrid,Spain,0.0,1986
528,Txato Núñez,Spain,Left-Back,Athletic Bilbao,Spain,Sestao SC,Spain,?,1986
529,Carlos Meléndez,Spain,Goalkeeper,Athletic Bilbao,Spain,RCD Español,Spain,?,1986
530,José Luis Sarabia,Spain,Attack,Athletic Bilbao,Spain,UE Lleida,Spain,?,1986
532,René Hansen,Denmark,Attacking Midfield,Kjöbenhavns Boldklub,Denmark,UD Las Palmas,Spain,?,1986
533,Andrés González,Spain,Attack,CD Tenerife,Spain,UD Las Palmas,Spain,?,1986
534,Manuel Pérez Oliveira,Spain,Midfield,UD Las Palmas B,Spain,UD Las Palmas,Spain,0.0,1986
535,Óscar González Medina,Spain,Defence,UD Las Palmas B,Spain,UD Las Palmas,Spain,0.0,1986
536,José Trujillo,Spain,Goalkeeper,UD Las Palmas,Spain,Recreativo Huelva,Spain,?,1986
537,Fernando Santís,Chile,Attack,UD Las Palmas,Spain,Portimonense SC,Portugal,?,1986
538,Salvador Mesa,Spain,Midfield,UD Las Palmas,Spain,CD Tenerife,Spain,?,1986
539,Rodolfo Dapena,Spain,Left-Back,CD Logroñés,Spain,Atlético de Madrid,Spain,120000.0,1986
540,Julio Salinas,Spain,Centre-Forward,Athletic Bilbao,Spain,Atlético de Madrid,Spain,0.0,1986
541,Agustín Elduayen,Spain,Goalkeeper,Real Sociedad,Spain,Atlético de Madrid,Spain,0.0,1986
542,Pello Uralde,Spain,Right Winger,Real Sociedad,Spain,Atlético de Madrid,Spain,0.0,1986
543,Rubén Bilbao,Spain,Defence,Racing Santander,Spain,Atlético de Madrid,Spain,0.0,1986
544,Abel Resino,Spain,Goalkeeper,Atlético Madrileño CF,Spain,Atlético de Madrid,Spain,0.0,1986
545,Negro Cabrera,Argentina,Centre-Forward,Atlético de Madrid,Spain,Cádiz CF,Spain,90000.0,1986
546,Ubaldo Fillol,Argentina,Goalkeeper,Atlético de Madrid,Spain,Racing Club,Argentina,?,1986
547,Pedro Pablo,Spain,Central Midfield,Atlético de Madrid,Spain,Elche CF,Spain,?,1986
548,Balbino,Spain,Centre-Back,Atlético de Madrid,Spain,Recreativo Huelva,Spain,?,1986
550,Fernando Peralta,Spain,Goalkeeper,CD Málaga,Spain,Sevilla FC,Spain,150000.0,1986
551,Cholo,Spain,Centre-Forward,Real Madrid,Spain,Sevilla FC,Spain,?,1986
552,Nando,Spain,Centre-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1986
553,Rafa Paz,Spain,Right Midfield,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1986
554,José Tirado,Spain,Centre-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1986
555,Paco Buyo,Spain,Goalkeeper,Sevilla FC,Spain,Real Madrid,Spain,379000.0,1986
556,Juan Álvarez,Spain,Centre-Forward,Sevilla FC,Spain,Hércules CF,Spain,?,1986
557,Enrique Montero,Spain,Attacking Midfield,Sevilla FC,Spain,Cádiz CF,Spain,?,1986
558,Juan José Estella,Spain,Right Midfield,Sevilla FC,Spain,Granada CF,Spain,?,1986
560,Jacinto Cabrera,Uruguay,Attack,Club Nacional,Uruguay,Real Valladolid Deportivo,Spain,180000.0,1986
561,Oscar Wirth,Chile,Goalkeeper,Rot-Weiß Oberhausen,Germany,Real Valladolid Deportivo,Spain,?,1986
562,Gabi Moya,Spain,Midfield,RSD Alcalá,Spain,Real Valladolid Deportivo,Spain,?,1986
563,José Lemos,Spain,Right-Back,Celta de Vigo,Spain,Real Valladolid Deportivo,Spain,?,1986
564,Manolo Hierro,Spain,Centre-Back,CD Málaga,Spain,Real Valladolid Deportivo,Spain,?,1986
565,Enrique Moreno,Spain,Centre-Back,AD Rayo Vallecano,Spain,Real Valladolid Deportivo,Spain,?,1986
566,Onésimo Sánchez,Spain,Right Winger,Real Valladolid U19,Spain,Real Valladolid Deportivo,Spain,0.0,1986
567,Luis Miguel Gail,Spain,Defensive Midfield,Real Valladolid Deportivo,Spain,Real Betis Balompié,Spain,?,1986
568,Antonio García Navajas,Spain,Right-Back,Real Valladolid Deportivo,Spain,AD Rayo Vallecano,Spain,?,1986
569,José Luis Manzanedo,Spain,Goalkeeper,Real Valladolid Deportivo,Spain,CE Sabadell FC,Spain,?,1986
570,Rodri,Spain,Goalkeeper,Real Valladolid Deportivo,Spain,CD Málaga,Spain,?,1986
571,José Medina,Spain,Defence,Real Valladolid Deportivo,Spain,Real Burgos CF,Spain,?,1986
572,Javier Aguirre,Mexico,Midfield,CF Atlante,Mexico,CA Osasuna,Spain,51000.0,1986
573,Ángel Martín,Spain,Defensive Midfield,Castilla CF,Spain,CA Osasuna,Spain,?,1986
574,Michael Robinson,Ireland,Centre-Forward,Queens Park Rangers,England,CA Osasuna,Spain,?,1986
575,Alberto Bernardo,Spain,Midfield,Sporting Gijón,Spain,CA Osasuna,Spain,?,1986
576,Juan Carlos Unzué,Spain,Goalkeeper,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,1986
577,Pedro Arozarena,Spain,Sweeper,CA Osasuna Promesas,Spain,CA Osasuna,Spain,0.0,1986
578,Bixente Biurrun,Spain,Goalkeeper,CA Osasuna,Spain,Athletic Bilbao,Spain,450000.0,1986
579,Carlos Purroy,Spain,Left-Back,CA Osasuna,Spain,CD Logroñés,Spain,?,1986
581,Isidoro San José,Spain,Right-Back,Real Madrid,Spain,RCD Mallorca,Spain,?,1986
582,Antonio Orejuela,Spain,Midfield,UD Salamanca,Spain,RCD Mallorca,Spain,?,1986
583,Badou Zaki,Morocco,Goalkeeper,Wydad Casablanca,Morocco,RCD Mallorca,Spain,?,1986
584,Eduardo Belza,Uruguay,Goalkeeper,AD Rayo Vallecano,Spain,RCD Mallorca,Spain,?,1986
585,Paco Bonet,Spain,Centre-Back,Real Madrid,Spain,RCD Mallorca,Spain,?,1986
586,Miguel Ángel Nadal,Spain,Centre-Back,Mallorca Atlético,Spain,RCD Mallorca,Spain,0.0,1986
587,Pedro Cordero,Spain,Attacking Midfield,Cartagena FC,Spain,Real Murcia CF,Spain,48000.0,1986
588,Salvador Mejías,Spain,Attack,Cádiz CF,Spain,Real Murcia CF,Spain,0.0,1986
589,Amador,Spain,Goalkeeper,FC Barcelona,Spain,Real Murcia CF,Spain,?,1986
590,Jesús Ibeas,Spain,Defence,CD Castellón,Spain,Real Murcia CF,Spain,?,1986
591,Francisco Botella,Spain,Defence,Hércules CF,Spain,Real Murcia CF,Spain,?,1986
