,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
13647,Maxime López,France,Defensive Midfield,Olympique Marseille,France,US Sassuolo,Italy,2500000.0,2021
13648,Hiroki Sakai,Japan,Right-Back,Olympique Marseille,France,Urawa Red Diamonds,Japan,1500000.0,2021
13649,Florian Thauvin,France,Right Winger,Olympique Marseille,France,Tigres UANL,Mexico,0.0,2021
13650,Christopher Rocchia,France,Left-Back,Olympique Marseille,France,Dijon FCO,France,0.0,2021
13651,Valère Germain,France,Centre-Forward,Olympique Marseille,France,Montpellier HSC,France,0.0,2021
13652,Saîf-Eddine Khaoui,Tunisia,Attacking Midfield,Olympique Marseille,France,Clermont Foot 63,France,0.0,2021
13653,Mohamed Abdallah,Comoros,Right-Back,Olympique Marseille,France,FC Stade-Lausanne-Ouchy,Switzerland,?,2021
13657,Kamaldeen Sulemana,Ghana,Left Winger,FC Nordsjaelland,Denmark,Stade Rennais FC,France,17000000.0,2021
13658,Loïc Badé,France,Centre-Back,RC Lens,France,Stade Rennais FC,France,17000000.0,2021
13659,Gaëtan Laborde,France,Centre-Forward,Montpellier HSC,France,Stade Rennais FC,France,15000000.0,2021
13660,Baptiste Santamaria,France,Defensive Midfield,SC Freiburg,Germany,Stade Rennais FC,France,14000000.0,2021
13661,Lovro Majer,Croatia,Central Midfield,GNK Dinamo Zagreb,Croatia,Stade Rennais FC,France,12000000.0,2021
13662,Dogan Alemdar,Turkey,Goalkeeper,Kayserispor,Turkey,Stade Rennais FC,France,3500000.0,2021
13663,Birger Meling,Norway,Left-Back,Nîmes Olympique,France,Stade Rennais FC,France,3000000.0,2021
13664,Andy Diouf,France,Central Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13665,Lesley Ugochukwu,France,Defensive Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13666,Loum Tchaouna,France,Right Winger,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13667,Matthis Abline,France,Centre-Forward,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13668,Franck Rivollier,France,Centre-Forward,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13669,Lorenz Assignon,France,Right-Back,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13670,Warmed Omari,France,Centre-Back,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2021
13671,Mathys Tel,France,Centre-Forward,Stade Rennais FC U19,France,Stade Rennais FC,France,0.0,2021
13672,Eduardo Camavinga,France,Central Midfield,Stade Rennais FC,France,Real Madrid,Spain,31000000.0,2021
13673,Faitout Maouassa,France,Left-Back,Stade Rennais FC,France,Club Brugge KV,Belgium,4000000.0,2021
13674,Jordan,United States,Centre-Forward,Stade Rennais FC,France,BSC Young Boys,Switzerland,2500000.0,2021
13675,Brandon Soppy,France,Right-Back,Stade Rennais FC,France,Udinese Calcio,Italy,2000000.0,2021
13676,Lilian Brassier,France,Centre-Back,Stade Rennais FC,France,Stade Brestois 29,France,1750000.0,2021
13677,Romain Del Castillo,France,Right Midfield,Stade Rennais FC,France,Stade Brestois 29,France,1500000.0,2021
13678,Gerzino Nyamsi,France,Centre-Back,Stade Rennais FC,France,RC Strasbourg Alsace,France,1500000.0,2021
13679,Sacha Boey,France,Right-Back,Stade Rennais FC,France,Galatasaray,Turkey,1150000.0,2021
13680,Damien Da Silva,France,Centre-Back,Stade Rennais FC,France,Olympique Lyon,France,0.0,2021
13681,Rafik Guitane,France,Attacking Midfield,Stade Rennais FC,France,Stade Reims,France,0.0,2021
13682,M'Baye Niang,Senegal,Centre-Forward,Stade Rennais FC,France,FC Girondins Bordeaux,France,0.0,2021
13685,Kevin Danso,Austria,Centre-Back,FC Augsburg,Germany,RC Lens,France,5500000.0,2021
13686,Gaël Kakuta,DR Congo,Attacking Midfield,Amiens SC,France,RC Lens,France,5000000.0,2021
13687,Patrick Berg,Norway,Defensive Midfield,FK Bodø/Glimt,Norway,RC Lens,France,4500000.0,2021
13688,Przemyslaw Frankowski,Poland,Right Midfield,Chicago Fire FC,United States,RC Lens,France,2300000.0,2021
13689,Deiver Machado,Colombia,Left-Back,FC Toulouse,France,RC Lens,France,1800000.0,2021
13690,Wuilker Fariñez,Venezuela,Goalkeeper,Millonarios FC,Colombia,RC Lens,France,1500000.0,2021
13691,Wesley Saïd,France,Centre-Forward,FC Toulouse,France,RC Lens,France,0.0,2021
13692,Christopher Wooh,Cameroon,Centre-Back,AS Nancy-Lorraine,France,RC Lens,France,0.0,2021
13693,Mamadou Camara,Senegal,Central Midfield,AS Dakar Sacré-Cœur,Senegal,RC Lens,France,?,2021
13694,Boubakar Camara,France,Right Winger,RC Lens B,France,RC Lens,France,0.0,2021
13695,Jonathan Varane,France,Central Midfield,RC Lens B,France,RC Lens,France,0.0,2021
13696,Ibrahima Baldé,France,Centre-Forward,RC Lens B,France,RC Lens,France,0.0,2021
13697,Loïc Badé,France,Centre-Back,RC Lens,France,Stade Rennais FC,France,17000000.0,2021
13698,Clément Michelin,France,Right-Back,RC Lens,France,AEK Athens,Greece,1000000.0,2021
13699,Zakaria Diallo,France,Centre-Back,RC Lens,France,Al-Shabab,Kuwait,0.0,2021
13700,Cheick Traoré,Mali,Right-Back,RC Lens,France,Dijon FCO,France,0.0,2021
13701,Thomas Vincensini,France,Goalkeeper,RC Lens,France,SC Bastia,France,0.0,2021
13702,Tony Mauricio,France,Right Winger,RC Lens,France,FC Sochaux-Montbéliard,France,?,2021
13705,Rémy Cabella,France,Attacking Midfield,FK Krasnodar,Russia,Montpellier HSC,France,0.0,2021
13706,Valère Germain,France,Centre-Forward,Olympique Marseille,France,Montpellier HSC,France,0.0,2021
13707,Mamadou Sakho,France,Centre-Back,Crystal Palace,England,Montpellier HSC,France,0.0,2021
13708,Léo Leroy,France,Central Midfield,LB Châteauroux,France,Montpellier HSC,France,0.0,2021
13709,Gabriel Barès,Switzerland,Defensive Midfield,FC Lausanne-Sport,Switzerland,Montpellier HSC,France,?,2021
13710,Sacha Delaye,France,Attacking Midfield,HSC Montpellier B,France,Montpellier HSC,France,0.0,2021
13711,Maxime Estève,France,Centre-Back,HSC Montpellier B,France,Montpellier HSC,France,0.0,2021
13712,Yanis Guermouche,Algeria,Centre-Forward,HSC Montpellier B,France,Montpellier HSC,France,0.0,2021
13713,Gaëtan Laborde,France,Centre-Forward,Montpellier HSC,France,Stade Rennais FC,France,15000000.0,2021
13714,Andy Delort,Algeria,Centre-Forward,Montpellier HSC,France,OGC Nice,France,10000000.0,2021
13715,Petar Skuletic,Serbia,Centre-Forward,Montpellier HSC,France,Sabah FK,Azerbaijan,0.0,2021
13716,Damien Le Tallec,France,Defensive Midfield,Montpellier HSC,France,AEK Athens,Greece,0.0,2021
13717,Daniel Congré,France,Centre-Back,Montpellier HSC,France,Dijon FCO,France,0.0,2021
13718,Yanis Ammour,France,Centre-Forward,Montpellier HSC,France,AEK Athens B,Greece,0.0,2021
13719,Il-lok Yun,"Korea, South",Left Winger,Montpellier HSC,France,Ulsan Hyundai,"Korea, South",0.0,2021
13720,Samy Benchamma,France,Central Midfield,Montpellier HSC,France,Chamois Niortais FC,France,0.0,2021
13721,Keagan Dolly,South Africa,Left Winger,Montpellier HSC,France,Kaizer Chiefs,South Africa,0.0,2021
13722,Kylian Kaïboué,France,Centre-Back,Montpellier HSC,France,SC Bastia,France,0.0,2021
13723,Thibaut Vargas,France,Right-Back,Montpellier HSC,France,LB Châteauroux,France,?,2021
13724,Hilton,Brazil,Centre-Back,Montpellier HSC,France,Career break,N/A,0.0,2021
13725,Calvin Stengs,Netherlands,Attacking Midfield,AZ Alkmaar,Netherlands,OGC Nice,France,15000000.0,2021
13726,Andy Delort,Algeria,Centre-Forward,Montpellier HSC,France,OGC Nice,France,10000000.0,2021
13727,Jean-Clair Todibo,France,Centre-Back,FC Barcelona,Spain,OGC Nice,France,8500000.0,2021
13728,Billal Brahimi,Algeria,Left Winger,Angers SCO,France,OGC Nice,France,7000000.0,2021
13729,Pablo Rosario,Netherlands,Defensive Midfield,PSV Eindhoven,Netherlands,OGC Nice,France,6000000.0,2021
13730,Mario Lemina,Gabon,Defensive Midfield,Southampton FC,England,OGC Nice,France,5500000.0,2021
13731,Melvin Bard,France,Left-Back,Olympique Lyon,France,OGC Nice,France,3000000.0,2021
13732,Jean N'Guessan,Cote d'Ivoire,Central Midfield,Racing Club Abidjan,Cote d'Ivoire,OGC Nice,France,?,2021
13733,Wylan Cyprien,France,Central Midfield,OGC Nice,France,Parma Calcio 1913,Italy,7650000.0,2021
13734,Stanley Nsoki,France,Centre-Back,OGC Nice,France,Club Brugge KV,Belgium,6500000.0,2021
13735,Myziane Maolida,France,Left Winger,OGC Nice,France,Hertha BSC,Germany,4000000.0,2021
13736,Hassane Kamara,Cote d'Ivoire,Left-Back,OGC Nice,France,Watford FC,England,4000000.0,2021
13737,Pierre Lees-Melou,France,Defensive Midfield,OGC Nice,France,Norwich City,England,3900000.0,2021
13738,Hicham Mahou,France,Right Winger,OGC Nice,France,FC Lausanne-Sport,Switzerland,0.0,2021
13739,Racine Coly,Senegal,Left-Back,OGC Nice,France,GD Estoril Praia,Portugal,0.0,2021
13740,Trazié Thomas,Cote d'Ivoire,Central Midfield,OGC Nice,France,FC Lausanne-Sport,Switzerland,?,2021
13741,Armel Zohouri,Cote d'Ivoire,Right-Back,OGC Nice,France,FC Lausanne-Sport,Switzerland,?,2021
13742,Pedro Brazão,Portugal,Attacking Midfield,OGC Nice,France,FC Famalicão,Portugal,?,2021
13744,Fali Candé,Guinea-Bissau,Centre-Back,Portimonense SC,Portugal,FC Metz,France,2500000.0,2021
13745,David Oberhauser,France,Goalkeeper,Le Puy Foot 43 Auvergne,France,FC Metz,France,0.0,2021
13746,Amine Bassi,Morocco,Attacking Midfield,AS Nancy-Lorraine,France,FC Metz,France,0.0,2021
13747,Nicolas de Préville,France,Centre-Forward,FC Girondins Bordeaux,France,FC Metz,France,0.0,2021
13748,Sofiane Alakouch,Morocco,Right-Back,Nîmes Olympique,France,FC Metz,France,0.0,2021
13749,Ibrahim Amadou,France,Defensive Midfield,Sevilla FC,Spain,FC Metz,France,0.0,2021
13750,Lenny Joseph,France,Centre-Forward,Le Puy Foot 43 Auvergne,France,FC Metz,France,?,2021
13751,Abou Lo,Senegal,Centre-Back,FC Metz B,France,FC Metz,France,0.0,2021
13752,William Mikelbrencis,France,Right-Back,FC Metz B,France,FC Metz,France,0.0,2021
13753,Jean-Armel Kana-Biyik,Cameroon,Centre-Back,Without Club,N/A,FC Metz,France,0.0,2021
13754,Jemerson,Brazil,Centre-Back,Without Club,N/A,FC Metz,France,0.0,2021
13755,Ousmane Ba,Senegal,Goalkeeper,FC Metz B,France,FC Metz,France,0.0,2021
13756,Mathieu Cachbach,Belgium,Central Midfield,FC Metz B,France,FC Metz,France,0.0,2021
13757,Pape Matar Sarr,Senegal,Central Midfield,FC Metz,France,Tottenham Hotspur,England,16900000.0,2021
13758,Victorien Angban,Cote d'Ivoire,Central Midfield,FC Metz,France,FC Sochi,Russia,4099999.9999999995,2021
13759,Mamadou Fofana,Mali,Centre-Back,FC Metz,France,Amiens SC,France,2000000.0,2021
13760,Thierry Ambrose,Guadeloupe,Centre-Forward,FC Metz,France,KV Oostende,Belgium,500000.0,2021
13761,John Boye,Ghana,Centre-Back,FC Metz,France,Al-Fayha FC,Saudi Arabia,0.0,2021
13764,Bakary Sako,Mali,Left Winger,Without Club,N/A,AS Saint-Étienne,France,0.0,2021
13765,Joris Gnagnon,France,Centre-Back,Without Club,N/A,AS Saint-Étienne,France,0.0,2021
13766,Eliaquim Mangala,France,Centre-Back,Without Club,N/A,AS Saint-Étienne,France,0.0,2021
13767,Stefan Bajic,France,Goalkeeper,AS Saint-Étienne,France,Pau FC,France,0.0,2021
13768,Alpha Sissoko,France,Right-Back,AS Saint-Étienne,France,Quevilly Rouen Métropole,France,0.0,2021
13769,Kévin Monnet-Paquet,France,Left Winger,AS Saint-Étienne,France,Aris Limassol,Cyprus,0.0,2021
13770,Alexandros Katranis,Greece,Left-Back,AS Saint-Étienne,France,Piast Gliwice,Poland,0.0,2021
13771,Jessy Moulin,France,Goalkeeper,AS Saint-Étienne,France,ESTAC Troyes,France,0.0,2021
13772,Mathieu Debuchy,France,Centre-Back,AS Saint-Étienne,France,Valenciennes FC,France,0.0,2021
13773,Lamine Ghezali,France,Right Winger,AS Saint-Étienne,France,AS Saint-Étienne B,France,0.0,2021
13776,Fransérgio,Brazil,Central Midfield,SC Braga,Portugal,FC Girondins Bordeaux,France,4500000.0,2021
13777,Stian Gregersen,Norway,Centre-Back,Molde FK,Norway,FC Girondins Bordeaux,France,2000000.0,2021
13778,Jean Onana,Cameroon,Defensive Midfield,LOSC Lille,France,FC Girondins Bordeaux,France,2000000.0,2021
13779,Issouf Sissokho,Mali,Central Midfield,Derby Académie,Mali,FC Girondins Bordeaux,France,300000.0,2021
13780,M'Baye Niang,Senegal,Centre-Forward,Stade Rennais FC,France,FC Girondins Bordeaux,France,0.0,2021
13781,Marcelo,Brazil,Centre-Back,Olympique Lyon,France,FC Girondins Bordeaux,France,0.0,2021
13782,Tidiane Malbec,France,Goalkeeper,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2021
13783,Abdel Medioub,Algeria,Centre-Back,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2021
13784,Davy Rouyard,Guadeloupe,Goalkeeper,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2021
13785,Yacine Adli,France,Attacking Midfield,FC Girondins Bordeaux,France,AC Milan,Italy,8500000.0,2021
13786,Toma Basic,Croatia,Central Midfield,FC Girondins Bordeaux,France,SS Lazio,Italy,7100000.0,2021
13787,Samuel Kalu,Nigeria,Right Winger,FC Girondins Bordeaux,France,Watford FC,England,3000000.0,2021
13788,Alexandre Lauray,France,Right-Back,FC Girondins Bordeaux,France,Le Mans FC,France,0.0,2021
13789,Thomas Carrique,France,Right-Back,FC Girondins Bordeaux,France,Celta Vigo B,Spain,0.0,2021
13790,Rubén Pardo,Spain,Central Midfield,FC Girondins Bordeaux,France,CD Leganés,Spain,0.0,2021
13791,Youssouf Sabaly,Senegal,Right-Back,FC Girondins Bordeaux,France,Real Betis Balompié,Spain,0.0,2021
13792,Nicolas de Préville,France,Centre-Forward,FC Girondins Bordeaux,France,FC Metz,France,0.0,2021
13793,Over Mandanda,France,Goalkeeper,FC Girondins Bordeaux,France,AS Saint-Priest,France,0.0,2021
13794,Vukasin Jovanovic,Serbia,Centre-Back,FC Girondins Bordeaux,France,Apollon Limassol,Cyprus,0.0,2021
13795,Loïc Bessilé,Togo,Centre-Back,FC Girondins Bordeaux,France,RSC Charleroi,Belgium,0.0,2021
13800,Billal Brahimi,Algeria,Left Winger,Stade Reims,France,Angers SCO,France,1300000.0,2021
13801,Marin Jakolis,Croatia,Left Winger,HNK Hajduk Split,Croatia,Angers SCO,France,500000.0,2021
13802,Azzedine Ounahi,Morocco,Central Midfield,US Avranches,France,Angers SCO,France,70000.0,2021
13803,Batista Mendy,France,Defensive Midfield,FC Nantes,France,Angers SCO,France,0.0,2021
13804,Nabil Bentaleb,Algeria,Central Midfield,Without Club,N/A,Angers SCO,France,0.0,2021
13805,Waniss Taïbi,France,Attacking Midfield,Angers SCO B,France,Angers SCO,France,0.0,2021
13806,Oussama Falouh,Morocco,Left-Back,Angers SCO B,France,Angers SCO,France,0.0,2021
13807,Rayan Aït-Nouri,Algeria,Left-Back,Angers SCO,France,Wolverhampton Wanderers,England,11100000.0,2021
13808,Billal Brahimi,Algeria,Left Winger,Angers SCO,France,OGC Nice,France,7000000.0,2021
13809,Mateo Pavlovic,Croatia,Centre-Back,Angers SCO,France,Amiens SC,France,0.0,2021
13810,Lassana Coulibaly,Mali,Central Midfield,Angers SCO,France,US Salernitana 1919,Italy,0.0,2021
13811,Thomas Touré,Cote d'Ivoire,Left Winger,Angers SCO,France,Royal Excelsior Virton,Belgium,0.0,2021
13812,Ludovic Butelle,France,Goalkeeper,Angers SCO,France,Red Star FC,France,0.0,2021
13813,Kevin Bemanga,France,Right Winger,Angers SCO,France,Angers SCO B,France,0.0,2021
13814,Jens Cajuste,Sweden,Central Midfield,FC Midtjylland,Denmark,Stade Reims,France,10000000.0,2021
13815,Azor Matusiwa,Netherlands,Defensive Midfield,FC Groningen,Netherlands,Stade Reims,France,4000000.0,2021
13816,Mitchell van Bergen,Netherlands,Left Winger,SC Heerenveen,Netherlands,Stade Reims,France,2000000.0,2021
13817,Rafik Guitane,France,Attacking Midfield,Stade Rennais FC,France,Stade Reims,France,0.0,2021
13818,Nicolas Penneteau,France,Goalkeeper,RSC Charleroi,Belgium,Stade Reims,France,0.0,2021
13819,Bradley Locko,France,Left-Back,Stade Reims B,France,Stade Reims,France,0.0,2021
13820,N'Dri Koffi,Cote d'Ivoire,Centre-Forward,Stade Reims B,France,Stade Reims,France,0.0,2021
13821,Fodé Doucouré,Mali,Right-Back,Stade Reims B,France,Stade Reims,France,0.0,2021
13822,Moustapha Mbow,Senegal,Centre-Back,Stade Reims B,France,Stade Reims,France,0.0,2021
13823,Hugo Ekitiké,France,Centre-Forward,Stade Reims B,France,Stade Reims,France,0.0,2021
13824,Alexis Flips,France,Left Winger,Stade Reims B,France,Stade Reims,France,0.0,2021
13825,Billal Brahimi,Algeria,Left Winger,Stade Reims B,France,Stade Reims,France,0.0,2021
13826,Dion Lopy,Senegal,Defensive Midfield,Stade Reims B,France,Stade Reims,France,0.0,2021
13827,Boulaye Dia,Senegal,Centre-Forward,Stade Reims,France,Villarreal CF,Spain,12000000.0,2021
13828,Billal Brahimi,Algeria,Left Winger,Stade Reims,France,Angers SCO,France,1300000.0,2021
13829,Xavier Chavalerin,France,Central Midfield,Stade Reims,France,ESTAC Troyes,France,1000000.0,2021
13830,Logan Costa,Cape Verde,Centre-Back,Stade Reims,France,FC Toulouse,France,500000.0,2021
13831,Mathieu Cafaro,France,Left Winger,Stade Reims,France,Standard Liège,Belgium,250000.0,2021
13832,Nicolas Lemaître,France,Goalkeeper,Stade Reims,France,Quevilly Rouen Métropole,France,0.0,2021
13833,Gerzino Nyamsi,France,Centre-Back,Stade Rennais FC,France,RC Strasbourg Alsace,France,1500000.0,2021
13834,Karol Fila,Poland,Right-Back,Lechia Gdansk,Poland,RC Strasbourg Alsace,France,1500000.0,2021
13835,Ismaël Doukouré,France,Centre-Back,Valenciennes FC,France,RC Strasbourg Alsace,France,1500000.0,2021
13836,Kévin Gameiro,France,Centre-Forward,Valencia CF,Spain,RC Strasbourg Alsace,France,0.0,2021
13837,Maxime Le Marchand,France,Centre-Back,Fulham FC,England,RC Strasbourg Alsace,France,0.0,2021
13838,Nordine Kandil,Morocco,Attacking Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13839,Alexandre Pierre,Haiti,Goalkeeper,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13840,Moïse Sahi Dion,Cote d'Ivoire,Centre-Forward,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13841,Marvin Senaya,France,Right-Back,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13842,Adrien Lebeau,France,Left Winger,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13843,Maxime Bastian,France,Left-Back,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2021
13844,Mohamed Simakan,France,Centre-Back,RC Strasbourg Alsace,France,RB Leipzig,Germany,15000000.0,2021
13845,Stefan Mitrovic,Serbia,Centre-Back,RC Strasbourg Alsace,France,Getafe CF,Spain,1000000.0,2021
13846,Kévin Zohi,Mali,Right Winger,RC Strasbourg Alsace,France,FC Vizela,Portugal,0.0,2021
13847,Idriss Saadi,Algeria,Centre-Forward,RC Strasbourg Alsace,France,SC Bastia,France,0.0,2021
13848,Lionel Carole,France,Left-Back,RC Strasbourg Alsace,France,Kayserispor,Turkey,0.0,2021
13849,Adrien Lebeau,France,Left Winger,RC Strasbourg Alsace,France,SV Waldhof Mannheim,Germany,0.0,2021
13850,Ismaïl Aaneba,France,Centre-Back,RC Strasbourg Alsace,France,FC Sochaux-Montbéliard,France,0.0,2021
13851,Tchamba,Cameroon,Centre-Back,RC Strasbourg Alsace,France,SönderjyskE,Denmark,0.0,2021
13852,Moataz Zemzemi,Tunisia,Left Midfield,RC Strasbourg Alsace,France,Chamois Niortais FC,France,?,2021
13854,Ibrahima Koné,Mali,Centre-Forward,Sarpsborg 08 FF,Norway,FC Lorient,France,4000000.0,2021
13855,Moritz Jenz,Germany,Centre-Back,FC Lausanne-Sport,Switzerland,FC Lorient,France,3500000.0,2021
13856,Igor Silva,Brazil,Right-Back,NK Osijek,Croatia,FC Lorient,France,2500000.0,2021
13857,Taofeek Ismaheel,Nigeria,Left Winger,Fredrikstad FK,Norway,FC Lorient,France,500000.0,2021
13858,Léo Pétrot,France,Centre-Back,Andrézieux-Bouthéon FC,France,FC Lorient,France,0.0,2021
13859,Bonke Innocent,Nigeria,Defensive Midfield,Malmö FF,Sweden,FC Lorient,France,0.0,2021
13860,Sambou Soumano,Senegal,Centre-Forward,FC Lorient B,France,FC Lorient,France,0.0,2021
13861,Dango Ouattara,Burkina Faso,Right Winger,FC Lorient B,France,FC Lorient,France,0.0,2021
13862,Loris Mouyokolo,France,Centre-Back,FC Lorient B,France,FC Lorient,France,0.0,2021
13863,Yoane Wissa,DR Congo,Left Winger,FC Lorient,France,Brentford FC,England,10000000.0,2021
13864,Sylvain Marveaux,France,Attacking Midfield,FC Lorient,France,Charlotte Independence,United States,0.0,2021
13865,Quentin Lecoeuche,France,Left-Back,FC Lorient,France,Valenciennes FC,France,0.0,2021
13866,Franklin Wadja,France,Defensive Midfield,FC Lorient,France,SM Caen,France,0.0,2021
13867,Maxime Pattier,France,Goalkeeper,FC Lorient,France,Stade Briochin,France,0.0,2021
13868,Thomas Fontaine,Madagascar,Centre-Back,FC Lorient,France,AS Nancy-Lorraine,France,0.0,2021
13871,Marco Bizot,Netherlands,Goalkeeper,AZ Alkmaar,Netherlands,Stade Brestois 29,France,5000000.0,2021
13872,Lilian Brassier,France,Centre-Back,Stade Rennais FC,France,Stade Brestois 29,France,1750000.0,2021
13873,Romain Del Castillo,France,Right Midfield,Stade Rennais FC,France,Stade Brestois 29,France,1500000.0,2021
